index	edge_density	motif_density	gene_distance	TF_number	TF_name	master_in	master_list
10	0.9	0.025	5993.0	8	LMX1A;PRRX1;NKX6-1;UNCX;DUXA;HDX;ISX;ARID3A		
11	0.4083333333333333	0.003956228956228956	20306.0	45	ERF;RUNX1;NR5A1;MEIS1;SOX10;FOXB1;ELF3;FOXP1;SOX8;ETS2;NFE2;NFE2L2;NFE2L1;SOX9;RORA;ZNF75A;ELF5;OTX2;MAFK;POU2F1;SOX15;IRF1;FOXO1;HNF4A;FOXJ2;SOX7;BPTF;TBP;NR2E1;SOX18;SOX2;IKZF2;ETV1;CPEB1;POU3F3;MAFG;FOXP3;ZNF282;FEV;FOXG1;SOX1;ELK3;ETV4;SOX5;SOX12		
12	1.0	1.0	22.0	13	BACH1;NFE2;NFE2L2;NFE2L1;OTX2;MAFK;GSC;POU5F1;MAFG;PAX4;PAX2;DMBX1;PITX1		
13	0.45	0.010476190476190476	15027.0	15	POU5F1B;IRF7;POU2F3;POU2F2;FOXP1;ETS2;MYEF2;POU2F1;FOXO3;MEF2A;IRF1;SOX2;POU3F3;PAX4;SOX1		
14	0.631578947368421	0.03330548593706489	15262.0	21	RUNX1;POU5F1B;TBX15;POU2F3;POU2F2;CEBPD;ETS2;MGA;POU2F1;SPIC;RUNX2;TBX21;SPI1;ELF1;GFI1;BRCA1;PAX4;FEV;ZBTB33;NR1H4;TBX5		
15	0.4485294117647059	0.008790037754232127	15127.0	70	TFAP2A;SP1;BHLHE41;JDP2;ATF1;MAX;MYOD1;RARA;MTF1;VDR;REST;FLI1;EGR1;PRDM4;HIC1;RUNX3;EWSR1;ZNF219;SPZ1;ZFX;KLF4;LMO2;CREB1;NR3C1;SP3;TFE3;MZF1;HINFP;XBP1;ZNF281;GTF2I;GABPA;ATF7;ETS1;SP8;PPARG;NFKB1;SP4;PPARA;ZNF143;NRF1;CREB5;CREB3;MAFB;KLF16;CTCF;ELF2;ARNTL;TCF3;WT1;HSF1;ITGB2;ATF3;E2F8;KLF13;KLF7;PLAG1;GLI2;BATF3;INSM1;NFYA;ZBTB14;NHLH1;YY1;ARNT;BHLHE40;NFKB2;USF1;TFEB;HEY2		
16	0.41106719367588934	0.01545095220984549	18040.0	11	IRF7;SOX4;SPIC;IRF1;SPI1;SPIB;ELF1;SOX2;GATA1;GFI1B;IRF6		
17	0.47794117647058826	0.018923010380622836	18468.0	17	FOXP1;MYEF2;FOXO4;FOXO3;SPIC;IRF1;FOXO1;FOXJ2;ZEB1;SPI1;POU5F1;SPIB;ELF1;POU3F3;FOXJ3;ESRRG;FOXA1		
18	0.5664118490205446	0.003621128035843755	13545.0	66	BCL6B;FOXJ1;GSX2;HOXC8;HOXB8;HOXA6;HOXC9;IRX5;LMX1A;PRRX1;FOXF1;SHOX2;IRX2;HLTF;DLX4;FOXL1;MSX1;NKX6-1;HOMEZ;UNCX;MSX2;MIXL1;FOXD3;PRRX2;LHX3;HLX;HOXC6;MEOX2;FOXK1;SREBF2;NFAT5;MESP1;MNX1;LHX5;IRX6;E2F3;PAX7;BARX2;HMGA1;FOXD1;AIRE;NFIL3;IRX4;SIX6;FOXD2;PTF1A;BBX;MEF2D;SIX3;HBP1;DUXA;HDX;NKX6-2;LHX9;HOXA7;ZSCAN26;IRX3;ISX;SIX2;MYBL2;LMX1B;NKX6-3;OTP;LHX1;CDC5L;SIX1		
19	1.0	1.0	29.0	5	ESR1;RARA;GTF2I;NR2F1;ESR2		
20	0.7028003613369467	0.03969793499104582	8103.0	20	MEIS1;TBX15;FOXB1;NFE2L1;MGA;STAT5A;FOXO4;FOXO1;FOXJ2;TBX21;ARID5A;GFI1;BRCA1;ESRRG;FOXA1;GFI1B;ZNF713;TBX5;PTEN;FOXF2		
20	0.7777777777777778	0.027165032679738563	7035.0	17	MEIS1;TBX15;FOXB1;NFE2L1;MGA;STAT5A;FOXO4;FOXO1;FOXJ2;TBX21;ARID5A;GFI1;ESRRG;FOXA1;ZNF713;TBX5;FOXF2		
20	0.8181818181818182	0.3593073593073593	3032.0	7	MEIS1;FOXB1;FOXO4;FOXO1;FOXJ2;ESRRG;FOXA1		
20	0.8128654970760234	0.08590677473410623	1690.0	19	MEIS1;TBX15;FOXB1;NFE2L1;MGA;STAT5A;FOXO4;FOXO1;FOXJ2;TBX21;GFI1;BRCA1;ESRRG;FOXA1;GFI1B;ZNF713;TBX5;PTEN;FOXF2		
21	0.9	0.9	5267.0	4	TBX15;MGA;TBX21;TBX5		
21	0.6166666666666667	0.225	10164.0	4	TBX15;MGA;TBX21;TBX5		
21	0.6609686609686609	0.27397910731244063	5668.0	4	TBX15;MGA;TBX21;TBX5		
21	0.7	0.6	4415.0	4	TBX15;MGA;TBX21;TBX5		
21	0.6471774193548387	0.521505376344086	5261.0	4	TBX15;MGA;TBX21;TBX5		
21	1.0	1.0	16.0	4	TBX15;MGA;TBX21;TBX5		
21	0.41846153846153844	0.2676923076923077	17203.0	4	TBX15;MGA;TBX21;TBX5		
21	0.3333333333333333	0.25	8029.0	4	TBX15;MGA;TBX21;TBX5		
22	0.725	0.015587044534412956	11963.0	39	RARB;SMAD3;MTF1;EGR1;MAF;EGR3;ZNF652;SPZ1;LMO2;TFE3;MZF1;HINFP;NR5A2;SP8;ZNF350;NFKB1;KLF14;KLF12;EGR4;NRF1;MAFB;KLF16;ARNTL;REL;ZNF740;ZNF524;PLAG1;STAT3;AHR;INSM1;RFX1;NFYA;ZBTB7A;ZBTB14;PLAGL1;NFKB2;USF1;TFEB;ZNF589		
23	0.5	0.05636111111111111	14148.0	25	JDP2;ATF1;TGIF2;EGR1;CREB1;HINFP;XBP1;ATF7;ZIC3;TCF21;NRF1;CREB5;CREB3;EGR2;PATZ1;ITGB2;ATF3;E2F1;BATF3;RFX1;ZBTB14;ETV7;YY1;ZBTB18;HEY2		
24	0.5766666666666667	0.03761904761904762	14420.0	7	GATA4;DMRT3;SOX17;GATA3;SPDEF;SOX14;DMRTA2		
25	0.5543478260869565	0.05420979986197377	17702.0	15	FOXC1;ZNF35;HOXA9;IRF8;DLX5;NKX3-1;GATA5;FOXC2;TBX1;HOXD10;NKX2-8;PRDM1;TCF7L2;TCF7;POU4F1		
26	1.0	0.3333333333333333	3409.0	3	MEIS1;NFE2L1;STAT5A		
26	1.0	1.0	16.0	5	MEIS1;STAT5A;ESRRG;PTEN;NKX3-2		
26	0.5294117647058824	0.24869281045751634	18663.0	10	MEIS1;NFE2L1;STAT5A;ARID5A;GFI1;ESRRG;GFI1B;PTEN;NKX3-2;FOXF2		
26	1.0	0.5	7.0	4	MEIS1;NFE2L1;STAT5A;FOXF2		
27	0.7802197802197802	0.19376701729642906	4719.0	34	GSX2;HOXC8;HOXB8;HOXA6;HOXC9;NKX6-1;POU4F3;POU6F1;HOXC6;MEOX2;PDX1;VAX1;MESP1;BSX;POU6F2;ZNF232;HOXD3;FOXD2;PTF1A;MEF2D;HOXB5;DUXA;EVX2;HOXA1;DLX1;HOXA2;PAX3;HOXA3;HOXA5;HOXB3;HOXB2;CDC5L;MEOX1;HOXD1		
28	0.6320346320346321	0.272805981896891	12878.0	11	FOXJ1;FOXL1;FOXD3;PDX1;HMGA1;NFIL3;IRX4;NRL;PTF1A;MEF2D;HOXB3		
29	0.5151515151515151	0.011140146733367072	13403.0	118	CBX5;TLX2;LHX6;FOXJ1;GSX2;ZBTB16;RAX;ZNF35;HOXB13;HOXA6;IRF2;VAX2;PRRX1;FOXF1;SOX21;IRF8;DMRT2;SHOX2;ALX3;RHOXF1;LBX2;DLX4;NKX3-1;MSX1;ZSCAN16;NKX6-1;IRF9;UNCX;MSX2;DMRTC2;IRF3;SOX11;BARHL1;PHOX2B;SOX17;PRRX2;HNF1A;HOXD13;TBX1;POU6F1;HMX1;PHOX2A;IRF4;HOXC6;MEOX2;GSX1;DLX2;PDX1;ATF2;POU4F2;SPDEF;SOX14;EN1;HMX2;ONECUT3;NFAT5;MESP1;EN2;PITX2;E2F3;EMX1;BSX;ONECUT2;PAX7;POU6F2;ZNF232;DBX1;NOBOX;GBX1;HOXD3;HMGA1;HESX1;AIRE;NFIL3;NKX2-8;PRDM1;IRF5;LHX2;ISL2;SOX30;ALX4;DRGX;MEF2D;CEBPG;GBX2;VSX1;HLF;HOXB5;NKX2-3;HBP1;SOX3;HDX;DLX6;HMX3;LHX9;ESX1;IRX3;ARX;BARHL2;EMX2;HOXA1;ISX;SOX13;TCF7;CEBPB;DLX1;HOXA2;LHX8;CUX1;NKX6-3;HOXA5;POU4F1;HOXB3;HOXB2;CDC5L;MEOX1;NKX1-2;HOXD1		
30	0.6666666666666666	0.06463102966188479	8690.0	83	LHX6;GSX2;ATF4;NKX2-2;RAX;ZNF35;HOXA6;GRHL1;VAX2;NOTO;PRRX1;FOXF1;SOX21;IRF8;SHOX2;ALX3;DLX5;RHOXF1;LBX2;NKX3-1;NKX6-1;IRF9;UNCX;MSX2;IRF3;SOX11;BARHL1;PHOX2B;SOX17;PRRX2;HNF1A;HOXD13;TBX1;VSX2;IRF4;HOXC6;MEOX2;PDX1;VAX1;EN1;HMX2;ONECUT3;EN2;E2F3;EMX1;BSX;ONECUT2;POU6F2;NOBOX;GBX1;HOXD3;HESX1;AIRE;NKX2-8;LHX2;SOX30;MEF2D;CEBPG;GBX2;VSX1;HOXB5;NKX2-3;EVX2;ESX1;IRX3;ARX;BARHL2;EMX2;NKX2-4;HOXA1;CEBPB;DLX1;HOXA2;LHX8;CUX1;OTP;HOXA5;HOXB3;HOXB2;MEOX1;NKX1-2;HOXD1;EVX1		
31	0.5367647058823529	0.024482870071105365	15460.0	14	POU3F2;ZBTB16;IRF3;FOXI1;POU1F1;ATF2;POU3F1;ISL2;PBX1;SOX30;HLF;TEF;DPRX;T		
32	0.8	0.20432900432900433	6437.0	7	TGIF1;IRF3;FOXI1;PBX1;HLF;TEF;T		
33	0.49	0.062314814814814816	14506.0	9	FOXC1;FOXC2;LEF1;SPDEF;FOXA2;BARX1;TCF7L2;TCF7;DMRT1		
34	0.5745967741935484	0.24126344086021506	12915.0	4	FOXI1;POU1F1;HOXD10;POU4F1		
34	0.6515151515151515	0.047979797979797977	6972.0	4	FOXI1;POU1F1;HOXD10;POU4F1		
34	1.0	1.0	21.0	2	POU1F1;HOXD10		
35	0.6263157894736842	0.07819548872180451	13127.0	8	FOXC1;ZNF35;NKX3-1;HOXC10;DMRTC2;FOXA2;NKX2-8;DMRT1		
36	0.6339869281045751	0.04985754985754986	13608.0	13	HOXB8;PRRX1;UNCX;HNF1A;FOXK1;SREBF2;NFAT5;LHX5;E2F3;FOXD2;HOXB5;HOXA7;HOXA1		
37	0.48333333333333334	0.08974358974358974	13870.0	14	LMX1A;PRRX1;SHOX2;UNCX;HNF1A;GSX1;NFAT5;IRX6;LHX2;HOXC4;NKX6-2;LMX1B;LHX1;ARID3A		
38	0.8589743589743589	0.47115384615384615	8807.0	9	POU5F1B;POU2F3;POU2F2;CEBPD;ETS2;MYEF2;POU2F1;POU3F3;FEV		
39	0.4069264069264069	0.014088941361668635	9158.0	11	FOXP1;MYEF2;POU2F1;IRF1;SOX2;GATA1;PAX4;FEV;SOX1;ZBTB33;PAX2		
40	0.7454545454545455	0.20974025974025973	12458.0	8	IRF7;SOX4;FOXP1;MYEF2;POU2F1;MEF2A;FEV;MYF6		
41	0.8974358974358975	0.7467779134445801	3446.0	28	BCL6B;LMX1A;ZNF384;DLX4;MSX1;UNCX;MSX2;MIXL1;HOXA4;LHX3;HOXC6;MEOX2;PDX1;MNX1;LHX5;LHX4;HMGA1;PTF1A;HBP1;HOXC4;HOXA7;LHX8;LMX1B;LHX1;HOXB4;ARID3A;HOXC5;CDC5L		
42	0.6989247311827957	0.014838238068289001	7887.0	96	LHX6;BCL6B;FOXJ1;GSX2;HOXC8;RAX;HOXB8;GRHL1;VAX2;LMX1A;PRRX1;SHOX2;LBX2;ZNF384;DLX4;FOXL1;MSX1;NKX6-1;HOMEZ;HOXD8;UNCX;MSX2;MIXL1;HOXA4;FOXD3;PRRX2;LHX3;HNF1A;POU4F3;POU6F1;HLX;HOXC6;MEOX2;GSX1;PDX1;VAX1;POU4F2;PGR;EN1;NFAT5;MNX1;LHX5;EN2;LHX4;EMX1;BSX;PAX7;POU6F2;BARX2;HOXD3;HMGA1;FOXD1;AIRE;NFIL3;IRX4;LHX2;SIX6;FOXD2;NRL;PTF1A;EOMES;MEF2D;VSX1;SIX3;HOXB5;HBP1;HOXC4;NKX6-2;LHX9;HOXA7;ESX1;ZSCAN26;IRX3;EMX2;ISX;SOX13;SIX2;HOXB7;DLX1;PAX3;HOXA3;LHX8;LMX1B;NKX6-3;OTP;LHX1;HOXA5;HOXB4;RHOXF2;ARID3A;HOXC5;CDC5L;SIX1;NKX1-2;HOXD1;NKX1-1		
43	0.5606060606060606	0.19696969696969696	15494.0	3	SOX21;DLX2;SOX3		
44	0.5454545454545454	0.05454545454545454	10477.0	7	ATF4;IRF2;SOX21;IRF9;LEF1;BARX1;GATA6		
45	0.3333333333333333	0.20946305156831474	20306.0	11	LHX6;HOXA4;LHX3;HLX;HOXC6;EMX1;PAX7;FIGLA;NKX6-3;OTP;HOXB4		
46	1.0	0.1	656.0	5	VSX2;EN2;EVX2;HOXA2;HOXA5		
46	1.0	0.5	157.0	4	VSX2;EN2;EVX2;HOXA2		
46	0.6794871794871795	0.4076923076923077	1654.0	5	VSX2;EN2;EVX2;HOXA2;HOXA5		
46	0.5714285714285714	0.434850863422292	10488.0	7	FOXF1;TBR1;VSX2;EN2;EVX2;HOXA2;HOXA5		
47	0.6060606060606061	0.22424242424242424	10240.0	11	FOXC1;GMEB2;FOXC2;DMRT3;TBX1;SPDEF;SOX14;DMRTA2;GATA6;TEF;POU4F1		
48	0.5177809388335705	0.06984352773826458	12016.0	5	FOXC1;IRF2;FOXC2;T;TBX19		
49	0.6089743589743589	0.16501498501498502	6253.0	11	POU5F1B;POU2F3;POU2F2;FOXP1;ETS2;POU2F1;GATA1;POU3F3;PAX4;PAX2;MYF6		
50	0.6594202898550725	0.19082125603864733	6845.0	3	ETS2;GATA1;PAX4		
50	1.0	1.0	16.0	2	GATA1;PAX4		
50	0.6849094567404427	0.4398390342052314	6144.0	3	ETS2;GATA1;PAX4		
50	0.6666666666666666	0.3333333333333333	4132.0	3	ETS2;GATA1;PAX4		
51	0.6270531400966184	0.17391304347826086	12221.0	5	FOXJ1;FOXL1;MSX1;HNF1A;PDX1		
52	0.5822937625754527	0.10331991951710262	14902.0	9	RUNX1;FOXO3;SPIC;RUNX2;ZEB1;SPI1;POU5F1;SPIB;FOXJ3		
53	0.638095238095238	0.09725829725829725	9779.0	12	GMEB2;SOX21;GATA4;DLX5;NKX3-1;GATA3;POU1F1;DLX2;NKX2-8;ISL2;HLF;GATA6		
54	0.47	0.07755555555555556	16391.0	6	SOX21;GATA4;GATA5;GATA3;POU1F1;GATA6		
55	0.5295566502463054	0.312807881773399	12644.0	3	SOX21;SOX17;TBX1		
55	0.8666666666666667	0.4962962962962963	2039.0	3	SOX21;SOX17;TBX1		
55	0.5555555555555556	0.18518518518518517	9125.0	3	SOX21;SOX17;TBX1		
55	0.5842105263157895	0.2771929824561403	16683.0	3	SOX21;SOX17;TBX1		
56	0.8021978021978022	0.6318681318681318	11733.0	5	ATF4;DLX5;SOX17;TBX1;VENTX		
57	0.7571428571428571	0.09232804232804233	14391.0	9	ZNF35;HOXC10;FOXI1;SOX17;VENTX;HOXD10;SOX30;SOX3;DPRX		
58	0.5029239766081871	0.0582668793195109	18844.0	11	ZNF35;HOXA9;HOXC10;DMRTC2;FOXI1;DMRT3;SOX17;TBX1;SOX14;SOX3;POU4F1		
59	0.3753957485300769	0.08100407055630936	23429.0	5	TCF7L1;SOX9;ESRRA;FOXG1;TP63		
60	0.46750524109014674	0.1620079198695551	22887.0	4	PAX6;ESRRA;ZNF410;FOXG1		
61	0.5367647058823529	0.07023001508295626	14196.0	13	POU3F2;ZBTB16;ATF4;TGIF1;IRF8;IRF9;IRF3;POU3F1;PRDM1;PBX1;DMRTA2;OTX1;ZNF8		
62	0.5473684210526316	0.2043859649122807	16632.0	4	IRF2;IRF8;IRF9;IRF3		
63	0.6666666666666666	0.26078242744909413	2894.0	28	BCL6B;FOXJ1;HOXC9;LMX1A;PRRX1;SHOX2;FOXL1;MSX1;NKX6-1;UNCX;FOXD3;PRRX2;HNF1A;GSX1;LHX5;HMGA1;NFIL3;LHX2;FOXD2;HOXC4;NKX6-2;LHX9;HOXA7;IRX3;ISX;LMX1B;LHX1;ARID3A		
64	0.6526315789473685	0.045203007518796995	5069.0	50	FOXJ1;HOXB8;GRHL1;VAX2;NOTO;IRX5;PRRX1;SHOX2;IRX2;ZNF384;FOXL1;MSX1;NKX6-1;UNCX;FOXD3;PRRX2;HNF1A;MEOX2;GSX1;PDX1;FOXK1;PGR;NFAT5;MNX1;IRX6;E2F3;BSX;BARX2;HOXD3;HMGA1;HESX1;FOXD1;IRX4;LHX2;FOXD2;PTF1A;MEF2D;HOXB5;HDX;NKX6-2;LHX9;HOXA7;IRX3;HOXA1;ISX;LMX1B;HOXB3;HOXB2;ARID3A;MEOX1		
65	0.6143790849673203	0.06790866389181419	12412.0	69	LHX6;GSX2;RAX;GRHL1;VAX2;NOTO;LMX1A;PRRX1;SHOX2;LBX2;FOXL1;ZSCAN16;NKX6-1;HOMEZ;HOXD8;UNCX;MSX2;FOXD3;PRRX2;LHX3;VSX2;PDX1;VAX1;FOXK1;EN1;LHX5;EN2;LHX4;EMX1;BSX;POU6F2;ZNF232;HOXD3;HESX1;FOXD1;LHX2;FOXD2;NRL;FIGLA;VSX1;HOXB5;HOXC4;EVX2;HOXA7;ESX1;IRX3;EMX2;NKX2-4;HOXA1;DLX1;HOXA2;PAX3;HOXA3;LHX8;MYBL2;LMX1B;NKX6-3;OTP;LHX1;HOXA5;RHOXF2;HOXB3;HOXB2;ARID3A;MEOX1;NKX1-2;HOXD1;EVX1;NKX1-1		
